Accused_ID,Accused_Name,Gender,Age,Address,Contact_No,Nationality,Status,Created_At
19650,Anjali Sharma,Female,32,"780, Patel Colony, Mumbai",+91-7093276145,Indian,Convicted,2021-04-05
19651,Ravi Gupta,Male,31,"662, Patel Colony, Bhopal",+91-9548238886,Indian,Arrested,2021-01-24
19652,Vinod Verma,Male,51,"948, MG Road, Chennai",+91-7859038039,Indian,Acquitted,2020-05-10
19653,Amit Chopra,Male,64,"138, Patel Colony, Rajkot",+91-9619456645,Indian,At Large,2023-08-02
19654,Divya Sharma,Female,63,"716, MG Road, Hyderabad",+91-7303006391,Indian,At Large,2021-06-11
19655,Deepak Gupta,Male,47,"226, Nehru Street, Nagpur",+91-9897760936,Indian,Arrested,2022-09-29
19656,Padma Chopra,Female,49,"892, Gandhi Nagar, Kolkata",+91-9876252196,Indian,Absconding,2019-12-02
19657,Pooja Shah,Female,65,"378, Gandhi Nagar, Hyderabad",+91-9591782902,Indian,Convicted,2022-09-29
19658,Meena Verma,Female,52,"501, Patel Colony, Meerut",+91-7673473783,Indian,Arrested,2020-02-15
19659,Ravi Gupta,Male,43,"54, Shivaji Marg, Ludhiana",+91-7073871574,Indian,At Large,2022-09-05
19660,Pooja Tiwari,Female,62,"266, Nehru Street, Kanpur",+91-8683191405,Indian,At Large,2019-09-13
19661,Rajesh Mishra,Male,30,"264, MG Road, Pune",+91-7505531614,Indian,Absconding,2023-09-29
19662,Nitin Singh,Male,30,"144, Nehru Street, Jaipur",+91-9144366459,Indian,Convicted,2022-04-22
19663,Nisha Chopra,Female,42,"496, Nehru Street, Visakhapatnam",+91-8084446287,Indian,Arrested,2020-08-29
19664,Usha Rao,Female,56,"261, MG Road, Surat",+91-7156234527,Indian,At Large,2023-06-09
19665,Harish Pandey,Male,45,"874, MG Road, Visakhapatnam",+91-9507494351,Indian,Absconding,2019-12-07
19666,Rekha Patel,Female,24,"952, Patel Colony, Hyderabad",+91-8808653720,Indian,Acquitted,2021-06-29
19667,Sunita Das,Female,65,"448, Nehru Street, Mumbai",+91-9780281228,Indian,Convicted,2019-09-22
19668,Sanjay Kumar,Male,35,"189, Patel Colony, Ghaziabad",+91-7169977083,Indian,Arrested,2021-09-02
19669,Manoj Singh,Male,22,"251, Shivaji Marg, Lucknow",+91-8018700754,Indian,Convicted,2023-11-28
19670,Nisha Reddy,Female,30,"441, Nehru Street, Srinagar",+91-7987960909,Indian,Arrested,2021-10-03
19671,Sanjay Mishra,Male,61,"712, Nehru Street, Pune",+91-9744543950,Indian,Absconding,2019-08-19
19672,Sunita Das,Female,29,"685, Gandhi Nagar, Ahmedabad",+91-8099763162,Indian,Arrested,2019-05-18
19673,Vinod Singh,Male,49,"127, Nehru Street, Kalyan",+91-8893614889,Indian,Convicted,2020-01-20
19674,Kiran Mishra,Male,40,"236, Patel Colony, Ludhiana",+91-7076522580,Indian,Absconding,2019-10-01
19675,Kavita Das,Female,31,"259, Gandhi Nagar, Chennai",+91-7798838704,Indian,Convicted,2020-03-06
19676,Divya Mishra,Female,64,"554, Gandhi Nagar, Nagpur",+91-7739328546,Indian,Convicted,2022-06-10
19677,Rani Das,Female,45,"14, Nehru Street, Varanasi",+91-7168044065,Indian,Arrested,2020-05-24
19678,Girish Kumar,Male,38,"95, Gandhi Nagar, Faridabad",+91-7007476796,Sri Lankan,Acquitted,2019-06-17
19679,Dinesh Iyer,Male,24,"351, MG Road, Rajkot",+91-8390861937,Indian,Acquitted,2019-11-28
19680,Sunita Nair,Female,27,"771, Shivaji Marg, Srinagar",+91-8565816733,Nepali,Convicted,2020-01-12
19681,Rani Mehta,Female,41,"216, MG Road, Ahmedabad",+91-9558736691,Bangladeshi,Convicted,2023-03-22
19682,Radha Verma,Female,42,"11, Nehru Street, Chennai",+91-9539120048,Indian,Absconding,2022-08-20
19683,Rajesh Joshi,Male,36,"138, Shivaji Marg, Kolkata",+91-9149135124,Indian,Acquitted,2021-07-27
19684,Anjali Chopra,Female,44,"80, Patel Colony, Indore",+91-8304279732,Indian,Convicted,2023-03-06
19685,Kiran Mehta,Male,29,"521, Nehru Street, Rajkot",+91-8018781659,Indian,Absconding,2022-06-26
19686,Nitin Chopra,Male,46,"432, MG Road, Rajkot",+91-9346256781,Indian,Absconding,2022-03-10
19687,Sanjay Mishra,Male,29,"406, Patel Colony, Ludhiana",+91-7971350947,Pakistani,Convicted,2021-04-28
19688,Neha Pillai,Female,47,"869, MG Road, Thane",+91-8675008558,Indian,At Large,2021-03-14
19689,Nisha Nair,Female,27,"316, Patel Colony, Srinagar",+91-9371025178,Nepali,Convicted,2023-03-29
19690,Priya Joshi,Female,61,"766, Nehru Street, Bangalore",+91-9894830519,Indian,Absconding,2022-02-20
19691,Usha Das,Female,65,"404, Gandhi Nagar, Kalyan",+91-7794193633,Indian,At Large,2021-07-05
19692,Lakshmi Singh,Female,32,"71, Nehru Street, Vasai",+91-9018751178,Sri Lankan,Arrested,2020-08-10
19693,Asha Reddy,Female,44,"214, Gandhi Nagar, Vasai",+91-7123042262,Indian,At Large,2022-03-24
19694,Divya Pandey,Female,62,"687, Patel Colony, Delhi",+91-9795557019,Indian,Convicted,2023-08-27
19695,Geeta Nair,Female,33,"813, Gandhi Nagar, Thane",+91-7949442321,Indian,Arrested,2019-08-07
19696,Meena Reddy,Female,25,"468, Nehru Street, Ludhiana",+91-8332375154,Indian,Convicted,2022-02-13
19697,Naveen Gupta,Male,35,"230, Gandhi Nagar, Lucknow",+91-7590167530,Indian,Acquitted,2023-03-30
19698,Divya Pillai,Female,23,"167, Shivaji Marg, Vasai",+91-9061527541,Pakistani,Absconding,2020-10-15
19699,Vinod Reddy,Male,40,"222, MG Road, Kanpur",+91-7260104299,Indian,Arrested,2020-09-10
19700,Nisha Nair,Female,31,"933, MG Road, Ludhiana",+91-8625106272,Indian,Arrested,2023-08-19
19701,Nisha Verma,Female,57,"893, Patel Colony, Varanasi",+91-7683850363,Indian,Arrested,2019-11-05
19702,Kiran Reddy,Male,54,"842, Patel Colony, Chennai",+91-9354815454,Indian,At Large,2019-06-11
19703,Usha Das,Female,61,"687, Shivaji Marg, Visakhapatnam",+91-9305122746,Indian,At Large,2021-07-06
19704,Geeta Pillai,Female,49,"30, Shivaji Marg, Bhopal",+91-7026489245,Indian,Absconding,2020-05-07
19705,Kiran Kumar,Male,34,"130, Patel Colony, Meerut",+91-7055416920,Indian,Arrested,2021-10-01
19706,Priya Nair,Female,23,"933, Nehru Street, Meerut",+91-7124409873,Indian,Absconding,2020-09-26
19707,Priya Reddy,Female,45,"205, MG Road, Ahmedabad",+91-7092084274,Indian,Arrested,2021-10-21
19708,Sanjay Chopra,Male,56,"748, Patel Colony, Patna",+91-7307092377,Sri Lankan,Convicted,2020-12-17
19709,Padma Tiwari,Female,57,"258, Gandhi Nagar, Chennai",+91-7560693467,Indian,At Large,2022-09-04
19710,Usha Sharma,Female,44,"120, Gandhi Nagar, Bhopal",+91-9258681747,Indian,At Large,2020-07-19
19711,Meena Joshi,Female,58,"998, Shivaji Marg, Lucknow",+91-8883894283,Indian,Acquitted,2019-10-18
19712,Suresh Reddy,Male,24,"303, MG Road, Delhi",+91-8238906183,Indian,At Large,2023-02-03
19713,Anjali Mehta,Female,64,"626, Shivaji Marg, Meerut",+91-7882220852,Indian,Convicted,2023-09-15
19714,Pooja Sharma,Female,34,"378, Patel Colony, Kanpur",+91-9606079259,Indian,Acquitted,2020-05-12
19715,Amit Das,Male,53,"256, Gandhi Nagar, Indore",+91-9127884747,Nepali,At Large,2019-03-25
19716,Sanjay Kumar,Male,33,"42, Nehru Street, Bangalore",+91-8092272839,Indian,Arrested,2023-07-13
19717,Dinesh Joshi,Male,53,"869, Nehru Street, Rajkot",+91-7569433962,Indian,At Large,2023-08-06
19718,Kavita Kumar,Female,40,"928, Nehru Street, Agra",+91-9848696330,Indian,Acquitted,2022-07-02
19719,Sanjay Verma,Male,21,"689, Nehru Street, Ludhiana",+91-8107815356,Nepali,Acquitted,2023-08-14
19720,Dinesh Singh,Male,39,"200, Patel Colony, Hyderabad",+91-9464027844,Indian,Acquitted,2022-06-25
19721,Asha Tiwari,Female,65,"6, Nehru Street, Agra",+91-9161899836,Indian,Arrested,2021-06-06
19722,Dinesh Shah,Male,53,"166, Patel Colony, Indore",+91-8857261125,Indian,Absconding,2023-06-05
19723,Ravi Bose,Male,32,"66, Patel Colony, Thane",+91-8075443884,Indian,Arrested,2021-10-16
19724,Naveen Gupta,Male,28,"968, MG Road, Delhi",+91-7563380512,Indian,Acquitted,2019-06-13
19725,Arun Reddy,Male,42,"82, Shivaji Marg, Patna",+91-7298947648,Bangladeshi,Absconding,2021-01-11
19726,Sunil Mehta,Male,21,"479, Gandhi Nagar, Mumbai",+91-9121585015,Indian,Absconding,2023-10-01
19727,Sunita Rao,Female,18,"43, MG Road, Delhi",+91-8107895902,Indian,Acquitted,2019-03-06
19728,Anita Reddy,Female,41,"815, Nehru Street, Srinagar",+91-8677840295,Indian,Absconding,2021-08-23
19729,Sunil Sharma,Male,18,"709, Shivaji Marg, Bangalore",+91-7142019321,Pakistani,At Large,2020-04-15
19730,Pooja Reddy,Female,25,"522, MG Road, Visakhapatnam",+91-9846921036,Indian,Arrested,2019-02-08
19731,Arun Shah,Male,30,"454, Gandhi Nagar, Nagpur",+91-8638775948,Indian,At Large,2020-07-05
19732,Sunita Gupta,Female,18,"401, Shivaji Marg, Chennai",+91-9864044819,Indian,Arrested,2023-05-30
19733,Dinesh Mehta,Male,36,"33, Shivaji Marg, Kalyan",+91-9771133574,Indian,Arrested,2022-03-03
19734,Kavita Gupta,Female,25,"437, Shivaji Marg, Indore",+91-7443510556,Indian,Acquitted,2022-07-10
19735,Naveen Chopra,Male,60,"253, Patel Colony, Meerut",+91-7702898956,Indian,Arrested,2023-03-02
19736,Neha Iyer,Female,48,"63, Gandhi Nagar, Agra",+91-7060978286,Indian,At Large,2020-08-22
19737,Anjali Nair,Female,51,"354, Patel Colony, Faridabad",+91-9797551983,Indian,Arrested,2022-10-01
19738,Nitin Pillai,Male,42,"990, Gandhi Nagar, Nashik",+91-7218310635,Indian,Absconding,2019-08-29
19739,Ajay Shah,Male,41,"532, Nehru Street, Srinagar",+91-9387188269,Indian,Absconding,2021-09-15
19740,Sushma Pandey,Female,57,"942, Shivaji Marg, Surat",+91-9662607400,Indian,Arrested,2022-04-19
19741,Meena Das,Female,51,"123, Patel Colony, Varanasi",+91-7569235945,Indian,Absconding,2020-04-22
19742,Padma Pillai,Female,53,"87, Gandhi Nagar, Visakhapatnam",+91-7014193650,Indian,At Large,2023-08-11
19743,Divya Verma,Female,35,"886, Patel Colony, Patna",+91-8766312349,Indian,Convicted,2021-05-22
19744,Dinesh Chopra,Male,37,"82, Shivaji Marg, Kalyan",+91-8261061654,Indian,At Large,2020-05-17
19745,Suresh Mehta,Male,26,"464, MG Road, Kanpur",+91-8167074050,Bangladeshi,At Large,2023-05-09
19746,Anita Das,Female,34,"825, MG Road, Kalyan",+91-7292003411,Sri Lankan,At Large,2020-09-03
19747,Amit Das,Male,56,"201, Gandhi Nagar, Kolkata",+91-7900388458,Indian,Absconding,2022-06-02
19748,Rajesh Shah,Male,27,"306, Gandhi Nagar, Kolkata",+91-8381111843,Indian,Absconding,2022-05-16
19749,Sunita Das,Female,48,"617, Gandhi Nagar, Ahmedabad",+91-9703941795,Indian,Acquitted,2022-08-21
19750,Divya Bose,Female,57,"921, Patel Colony, Visakhapatnam",+91-7569642119,Indian,Convicted,2021-06-11
19751,Deepak Reddy,Male,55,"704, Gandhi Nagar, Hyderabad",+91-7194308462,Indian,Absconding,2022-11-07
19752,Rani Pillai,Female,49,"535, MG Road, Thane",+91-9919409895,Indian,At Large,2020-08-29
19753,Vinod Patel,Male,54,"375, Gandhi Nagar, Rajkot",+91-8310979324,Indian,Convicted,2019-12-22
19754,Dinesh Mishra,Male,49,"608, Nehru Street, Bhopal",+91-8218277016,Indian,Convicted,2020-01-15
19755,Geeta Mehta,Female,40,"681, Patel Colony, Vasai",+91-9826099399,Indian,Convicted,2022-11-03
19756,Vinod Shah,Male,32,"482, MG Road, Nagpur",+91-7547328063,Indian,At Large,2022-05-19
19757,Usha Rao,Female,24,"905, Nehru Street, Ludhiana",+91-8200175932,Indian,Convicted,2022-12-09
19758,Pooja Mishra,Female,63,"509, Gandhi Nagar, Vasai",+91-9738246729,Indian,Arrested,2022-07-24
19759,Radha Chopra,Female,60,"313, MG Road, Ahmedabad",+91-9918113222,Indian,Convicted,2023-05-30
19760,Anita Iyer,Female,26,"105, MG Road, Delhi",+91-7092551830,Pakistani,Arrested,2019-03-16
19761,Vikram Nair,Male,18,"836, Patel Colony, Kolkata",+91-9537244632,Indian,At Large,2021-10-30
19762,Sunita Pillai,Female,41,"565, Shivaji Marg, Meerut",+91-8210959369,Nepali,Arrested,2023-02-04
19763,Rajesh Joshi,Male,53,"376, Shivaji Marg, Surat",+91-8151153402,Indian,Acquitted,2020-10-27
19764,Suresh Nair,Male,43,"768, MG Road, Srinagar",+91-9818822831,Indian,Acquitted,2019-09-12
19765,Seema Shah,Female,59,"915, MG Road, Pune",+91-8939688625,Indian,Absconding,2020-02-11
19766,Sunil Reddy,Male,48,"922, Nehru Street, Kalyan",+91-7822377046,Sri Lankan,Arrested,2020-01-25
19767,Ajay Reddy,Male,21,"756, Shivaji Marg, Thane",+91-9289189224,Indian,Convicted,2019-02-25
19768,Divya Mishra,Female,45,"349, Nehru Street, Varanasi",+91-8852751063,Indian,Arrested,2020-05-23
19769,Rahul Mehta,Male,31,"574, Gandhi Nagar, Ludhiana",+91-7806508070,Indian,At Large,2023-11-12
19770,Rani Sharma,Female,21,"820, Shivaji Marg, Surat",+91-9479452274,Indian,Convicted,2021-04-12
19771,Nitin Patel,Male,24,"138, Shivaji Marg, Nagpur",+91-7768703536,Pakistani,Convicted,2021-04-16
19772,Pradeep Kumar,Male,40,"360, Shivaji Marg, Pune",+91-9980949399,Indian,Absconding,2020-04-29
19773,Pooja Verma,Female,34,"465, Nehru Street, Meerut",+91-9707125274,Indian,Convicted,2020-03-09
19774,Ravi Pillai,Male,57,"293, Gandhi Nagar, Surat",+91-8710128283,Indian,Convicted,2020-08-16
19775,Ajay Reddy,Male,52,"22, MG Road, Jaipur",+91-7538713561,Indian,Arrested,2019-07-19
19776,Pooja Das,Female,23,"64, MG Road, Bhopal",+91-8092734541,Indian,Arrested,2021-03-15
19777,Sushma Mehta,Female,26,"143, Patel Colony, Kalyan",+91-8589091742,Indian,Arrested,2022-10-05
19778,Priya Chopra,Female,45,"526, Nehru Street, Bangalore",+91-8464284237,Indian,Convicted,2022-08-14
19779,Neha Patel,Female,40,"828, MG Road, Meerut",+91-8002908440,Indian,Acquitted,2023-07-28
19780,Nisha Pillai,Female,43,"204, Patel Colony, Ahmedabad",+91-9245732737,Bangladeshi,At Large,2022-12-15
19781,Naveen Iyer,Male,56,"588, Shivaji Marg, Srinagar",+91-9155384815,Indian,At Large,2022-07-11
19782,Kavita Mishra,Female,42,"11, MG Road, Bhopal",+91-9611263545,Indian,Absconding,2019-04-20
19783,Naveen Das,Male,63,"220, Patel Colony, Indore",+91-7965985952,Indian,At Large,2020-02-06
19784,Usha Verma,Female,38,"137, Nehru Street, Nashik",+91-7309153723,Indian,Arrested,2020-03-11
19785,Sushma Joshi,Female,55,"169, Patel Colony, Nagpur",+91-9448058770,Indian,Absconding,2020-10-27
19786,Amit Mishra,Male,21,"658, Nehru Street, Jaipur",+91-9699306416,Indian,Acquitted,2021-06-10
19787,Ajay Bose,Male,50,"644, Shivaji Marg, Ludhiana",+91-8309922390,Indian,Arrested,2019-04-18
19788,Sunita Mehta,Female,56,"350, Nehru Street, Faridabad",+91-8883236887,Indian,Arrested,2020-12-16
19789,Rahul Pandey,Male,34,"277, Patel Colony, Rajkot",+91-7723660483,Indian,Arrested,2019-10-23
19790,Dinesh Kumar,Male,63,"189, Nehru Street, Nashik",+91-9003334143,Indian,Absconding,2022-08-06
19791,Padma Tiwari,Female,49,"626, Patel Colony, Pune",+91-7393817299,Indian,Arrested,2023-01-20
19792,Sunita Verma,Female,25,"331, Gandhi Nagar, Meerut",+91-9529243206,Indian,Acquitted,2020-02-12
19793,Seema Pandey,Female,19,"681, MG Road, Faridabad",+91-7859007485,Indian,Acquitted,2023-04-22
19794,Sushma Pandey,Female,56,"602, Gandhi Nagar, Kolkata",+91-9194629374,Indian,Arrested,2022-07-01
19795,Sanjay Reddy,Male,59,"255, Gandhi Nagar, Hyderabad",+91-8646952876,Indian,Arrested,2020-02-11
19796,Ravi Nair,Male,47,"456, Nehru Street, Surat",+91-8515377236,Indian,Absconding,2023-11-17
19797,Manoj Rao,Male,63,"700, Shivaji Marg, Hyderabad",+91-8026951195,Bangladeshi,Absconding,2022-12-26
19798,Sushma Das,Female,24,"47, Nehru Street, Nagpur",+91-9684272722,Indian,At Large,2023-05-20
19799,Neha Pandey,Female,41,"711, Nehru Street, Jaipur",+91-7970572385,Indian,Convicted,2022-03-18
19800,Girish Singh,Male,44,"401, Gandhi Nagar, Jaipur",+91-9988197617,Indian,Absconding,2023-10-05
19801,Divya Singh,Female,32,"119, Nehru Street, Delhi",+91-7996501832,Indian,Absconding,2021-05-16
19802,Vikram Bose,Male,33,"145, Nehru Street, Mumbai",+91-9403382929,Indian,Acquitted,2022-05-19
19803,Seema Kumar,Female,36,"609, Shivaji Marg, Kolkata",+91-9695678706,Indian,Absconding,2021-11-08
19804,Kiran Mishra,Male,49,"309, Gandhi Nagar, Surat",+91-7701017093,Indian,Arrested,2021-06-21
19805,Geeta Joshi,Female,27,"219, Nehru Street, Indore",+91-9298473291,Bangladeshi,Absconding,2020-09-24
19806,Geeta Mishra,Female,60,"221, MG Road, Srinagar",+91-8769186425,Indian,Acquitted,2021-11-01
19807,Pooja Pandey,Female,46,"564, Nehru Street, Varanasi",+91-9313897432,Sri Lankan,At Large,2021-08-19
19808,Padma Patel,Female,35,"717, Gandhi Nagar, Kalyan",+91-8837058325,Pakistani,Convicted,2020-06-09
19809,Asha Verma,Female,19,"562, Gandhi Nagar, Kolkata",+91-9107386962,Indian,Convicted,2023-04-07
19810,Amit Das,Male,19,"133, Shivaji Marg, Jaipur",+91-9822785902,Indian,Acquitted,2020-12-20
19811,Usha Shah,Female,44,"880, Nehru Street, Srinagar",+91-9290843598,Indian,Convicted,2020-09-04
19812,Naveen Sharma,Male,45,"785, MG Road, Meerut",+91-8416370428,Nepali,Absconding,2023-08-12
19813,Kiran Chopra,Male,30,"60, Patel Colony, Thane",+91-9602533149,Indian,Absconding,2022-04-24
19814,Nitin Bose,Male,42,"881, Patel Colony, Pune",+91-7408821723,Nepali,Absconding,2021-12-30
19815,Arun Joshi,Male,26,"632, Nehru Street, Meerut",+91-9975094095,Indian,Convicted,2021-11-16
19816,Ravi Bose,Male,18,"362, Shivaji Marg, Surat",+91-8968796115,Indian,Absconding,2023-05-07
19817,Geeta Iyer,Female,45,"656, Shivaji Marg, Kolkata",+91-8881092747,Indian,Acquitted,2020-04-26
19818,Seema Tiwari,Female,32,"587, Shivaji Marg, Jaipur",+91-7564026772,Indian,Arrested,2023-10-09
19819,Neha Iyer,Female,26,"804, MG Road, Chennai",+91-9168388408,Indian,At Large,2021-08-18
19820,Vikram Mishra,Male,42,"130, Nehru Street, Patna",+91-9709290358,Indian,Arrested,2019-06-21
19821,Naveen Sharma,Male,51,"453, Nehru Street, Ghaziabad",+91-9728647659,Sri Lankan,At Large,2022-11-15
19822,Rahul Rao,Male,49,"249, Gandhi Nagar, Chennai",+91-7642221726,Indian,Acquitted,2022-04-28
19823,Arun Das,Male,20,"638, MG Road, Thane",+91-9666096212,Indian,Arrested,2023-08-13
19824,Rajesh Singh,Male,57,"542, MG Road, Ahmedabad",+91-8537921760,Indian,Absconding,2020-07-15
19825,Kavita Rao,Female,35,"788, Gandhi Nagar, Lucknow",+91-7561517025,Indian,Convicted,2019-12-21
19826,Anjali Shah,Female,62,"365, Patel Colony, Pune",+91-9912433000,Indian,Absconding,2021-05-06
19827,Ravi Verma,Male,29,"998, MG Road, Agra",+91-7130450753,Indian,Convicted,2019-07-18
19828,Deepak Verma,Male,50,"490, MG Road, Rajkot",+91-8125150141,Nepali,At Large,2023-02-14
19829,Sunita Nair,Female,56,"900, Gandhi Nagar, Faridabad",+91-8956108622,Indian,Absconding,2021-01-20
19830,Nisha Patel,Female,51,"301, MG Road, Bhopal",+91-7893709475,Indian,Arrested,2019-07-18
19831,Geeta Iyer,Female,32,"248, Patel Colony, Kanpur",+91-7364823906,Nepali,At Large,2022-10-10
19832,Meena Kumar,Female,49,"319, MG Road, Hyderabad",+91-7091320076,Indian,Arrested,2020-06-30
19833,Meena Singh,Female,53,"731, Patel Colony, Indore",+91-8742015889,Indian,At Large,2021-10-20
19834,Manoj Iyer,Male,60,"799, Patel Colony, Lucknow",+91-7267767873,Indian,Arrested,2023-02-26
19835,Asha Patel,Female,40,"273, Patel Colony, Kanpur",+91-8808463676,Indian,At Large,2019-01-18
19836,Rekha Reddy,Female,55,"117, MG Road, Rajkot",+91-7269345707,Indian,Convicted,2020-06-19
19837,Harish Nair,Male,47,"45, Shivaji Marg, Patna",+91-9655587909,Indian,At Large,2019-07-02
19838,Arun Sharma,Male,21,"265, Patel Colony, Visakhapatnam",+91-7802951041,Indian,Arrested,2021-10-17
19839,Rani Joshi,Female,49,"743, Shivaji Marg, Srinagar",+91-8338231344,Indian,Acquitted,2019-02-02
19840,Rajesh Reddy,Male,26,"620, Patel Colony, Indore",+91-8252652659,Nepali,At Large,2020-10-30
19841,Deepak Chopra,Male,19,"209, Gandhi Nagar, Rajkot",+91-8052501254,Indian,Acquitted,2021-05-23
19842,Asha Joshi,Female,48,"15, Nehru Street, Thane",+91-7305468475,Indian,Absconding,2020-04-17
19843,Lakshmi Singh,Female,61,"528, MG Road, Srinagar",+91-7069232650,Pakistani,Acquitted,2020-12-30
19844,Manoj Reddy,Male,55,"683, Shivaji Marg, Thane",+91-7294494630,Indian,Convicted,2022-05-26
19845,Divya Joshi,Female,28,"12, Patel Colony, Varanasi",+91-7773963206,Indian,Absconding,2022-08-25
19846,Kiran Kumar,Male,35,"11, MG Road, Agra",+91-8138517927,Indian,Arrested,2022-08-01
19847,Anita Pillai,Female,33,"21, Patel Colony, Ahmedabad",+91-9685468773,Indian,Acquitted,2021-12-07
19848,Sunil Pillai,Male,26,"214, Nehru Street, Rajkot",+91-9797614358,Indian,Absconding,2021-11-06
19849,Ravi Pandey,Male,50,"146, Patel Colony, Visakhapatnam",+91-7239068866,Indian,Acquitted,2022-01-13
19850,Pooja Bose,Female,20,"748, Gandhi Nagar, Jaipur",+91-8800957853,Indian,Acquitted,2021-08-20
19851,Ravi Kumar,Male,65,"44, Patel Colony, Mumbai",+91-8320980753,Indian,Convicted,2019-04-14
19852,Suresh Verma,Male,36,"484, Shivaji Marg, Bhopal",+91-9224252420,Indian,Acquitted,2020-12-11
19853,Nisha Sharma,Female,55,"109, Gandhi Nagar, Lucknow",+91-9883895975,Indian,Convicted,2019-02-11
19854,Harish Chopra,Male,18,"218, Patel Colony, Hyderabad",+91-8834846382,Indian,Absconding,2020-04-10
19855,Geeta Singh,Female,36,"162, Patel Colony, Faridabad",+91-9159050392,Indian,At Large,2023-05-28
19856,Neha Gupta,Female,41,"826, MG Road, Kolkata",+91-7627140776,Indian,At Large,2020-10-01
19857,Rani Rao,Female,40,"208, Patel Colony, Kanpur",+91-7171794327,Indian,Absconding,2022-11-18
19858,Ajay Pandey,Male,18,"668, Patel Colony, Srinagar",+91-7285435548,Indian,Absconding,2020-03-13
19859,Rajesh Pandey,Male,51,"294, Nehru Street, Mumbai",+91-8228687512,Indian,Acquitted,2019-02-08
19860,Nitin Iyer,Male,54,"920, Shivaji Marg, Delhi",+91-9850052673,Indian,Convicted,2022-12-27
19861,Divya Pandey,Female,43,"848, Shivaji Marg, Faridabad",+91-8076203775,Indian,Convicted,2021-01-28
19862,Sunil Shah,Male,44,"920, Patel Colony, Kalyan",+91-9452528974,Indian,Absconding,2021-11-09
19863,Padma Gupta,Female,31,"794, Gandhi Nagar, Vasai",+91-8543844909,Indian,Convicted,2021-03-26
19864,Usha Verma,Female,22,"805, Patel Colony, Bhopal",+91-8903251481,Indian,Arrested,2019-04-24
19865,Sanjay Kumar,Male,57,"768, Shivaji Marg, Vasai",+91-7927728902,Indian,Arrested,2023-12-01
19866,Harish Iyer,Male,31,"520, Gandhi Nagar, Vasai",+91-8171603400,Indian,Acquitted,2022-07-02
19867,Seema Gupta,Female,59,"324, Nehru Street, Agra",+91-9013047612,Indian,Absconding,2019-12-16
19868,Vinod Verma,Male,56,"311, Nehru Street, Rajkot",+91-7004947483,Indian,Acquitted,2021-09-29
19869,Anjali Gupta,Female,47,"446, Gandhi Nagar, Kolkata",+91-7478777631,Indian,Acquitted,2023-12-07
19870,Rajesh Reddy,Male,56,"681, Nehru Street, Vasai",+91-7895066501,Indian,Absconding,2021-01-14
19871,Rahul Iyer,Male,51,"811, Gandhi Nagar, Rajkot",+91-9066923901,Indian,Acquitted,2022-02-18
19872,Neha Reddy,Female,49,"339, Gandhi Nagar, Thane",+91-9913963708,Indian,Acquitted,2023-08-30
19873,Kiran Das,Male,20,"523, Patel Colony, Srinagar",+91-9351084097,Indian,At Large,2019-03-07
19874,Radha Nair,Female,59,"525, Patel Colony, Rajkot",+91-7159194110,Indian,Acquitted,2021-12-03
19875,Anita Iyer,Female,41,"469, Gandhi Nagar, Chennai",+91-8711907899,Indian,Acquitted,2021-02-03
19876,Suresh Gupta,Male,61,"53, Shivaji Marg, Srinagar",+91-9116283734,Indian,Absconding,2023-05-24
19877,Arun Mehta,Male,64,"99, Nehru Street, Varanasi",+91-9645631111,Indian,At Large,2020-05-30
19878,Sunil Nair,Male,60,"466, Nehru Street, Nashik",+91-8989713983,Indian,Convicted,2020-03-01
19879,Pooja Mishra,Female,43,"887, Nehru Street, Indore",+91-8860667881,Indian,Acquitted,2021-09-21
19880,Kiran Joshi,Male,23,"237, Nehru Street, Varanasi",+91-9527548174,Bangladeshi,Absconding,2023-03-10
19881,Seema Das,Female,43,"783, Gandhi Nagar, Chennai",+91-7136239829,Nepali,Arrested,2023-08-08
19882,Asha Verma,Female,49,"503, Nehru Street, Indore",+91-8829980750,Indian,Convicted,2021-12-27
19883,Dinesh Verma,Male,42,"723, Nehru Street, Kanpur",+91-8795867970,Indian,Convicted,2019-11-29
19884,Usha Iyer,Female,54,"236, MG Road, Meerut",+91-7397526169,Indian,Absconding,2022-12-04
19885,Usha Sharma,Female,46,"836, Patel Colony, Indore",+91-7829138298,Indian,Convicted,2021-11-05
19886,Manoj Das,Male,50,"398, Gandhi Nagar, Vasai",+91-7908352820,Indian,At Large,2022-08-02
19887,Naveen Rao,Male,32,"268, Nehru Street, Lucknow",+91-7890969444,Indian,Convicted,2020-01-27
19888,Usha Reddy,Female,54,"377, Gandhi Nagar, Agra",+91-7326498564,Indian,Absconding,2020-11-21
19889,Sushma Rao,Female,21,"216, Patel Colony, Kanpur",+91-7469431276,Indian,Convicted,2023-11-05
19890,Sunil Das,Male,56,"305, Patel Colony, Meerut",+91-8755000184,Indian,Absconding,2023-08-09
19891,Ravi Iyer,Male,58,"270, Shivaji Marg, Kanpur",+91-8754663881,Indian,Absconding,2023-05-19
19892,Deepak Bose,Male,29,"420, Shivaji Marg, Faridabad",+91-9648345670,Indian,Acquitted,2021-02-17
19893,Lakshmi Pandey,Female,29,"633, Shivaji Marg, Kanpur",+91-8886924595,Indian,Acquitted,2020-03-15
19894,Vikram Pandey,Male,62,"329, Nehru Street, Lucknow",+91-7502253870,Bangladeshi,Absconding,2023-01-08
